問題ID,問題文,選択肢A,選択肢B,選択肢C,選択肢D,選択肢E,正解,解説,間違えやすいポイント
LSC_001,真核生物のmRNAプロセシング（転写後修飾）に含まれないプロセスはどれか。,5'末端へのキャップ構造付加,3'末端へのポリA尾部付加,イントロンの除去（スプライシング）,エキソンの連結,リボソームによる翻訳開始,E,真核生物のmRNA前駆体は、核内でキャッピング、ポリアデニル化、スプライシングを受けて成熟mRNAとなる。翻訳は核外（細胞質）で行われるプロセスであり、転写後修飾の一部ではない。,「翻訳」は修飾ではなく次の段階（タンパク質合成）である。場所も核内と細胞質で異なる。
LSC_002,Gタンパク質共役型受容体（GPCR）シグナル伝達経路において、アデニル酸シクラーゼを活性化した際に細胞内濃度が上昇するセカンドメッセンジャーはどれか。,cAMP（環状AMP）,cGMP（環状GMP）,IP3（イノシトール三リン酸）,DAG（ジアシルグリセロール）,Ca2+,A,Gsタンパク質が活性化されるとアデニル酸シクラーゼが活性化し、ATPからcAMPが合成される。cAMPはプロテインキナーゼA（PKA）を活性化する。,Gqタンパク質経路（PLC活性化→IP3/DAG生成→Ca2+上昇）と混同しやすい。GsはcAMP経路である。
LSC_003,細胞周期において、DNA損傷がある場合に細胞分裂を停止させる「チェックポイント」が主に機能する時期はどれか。,G1期からS期への移行時,S期の中間,G2期からM期への移行時,M期（分裂期）の後期,G1期およびG2期,E,主なチェックポイントはG1/Sチェックポイント（DNA損傷の確認）とG2/Mチェックポイント（複製完了と損傷の確認）、M期チェックポイント（紡錘体形成の確認）である。特にG1とG2での損傷チェックが重要。,「S期」そのものではなく、その前後でチェックが入る。
LSC_004,解糖系における不可逆反応（律速段階）を触媒する酵素はどれか。,ヘキソキナーゼ,ホスホグルコースイソメラーゼ,アルドラーゼ,グリセルアルデヒド-3-リン酸デヒドロゲナーゼ,乳酸デヒドロゲナーゼ,A,解糖系には3つの不可逆反応があり、ヘキソキナーゼ、ホスホフルクトキナーゼ（PFK-1）、ピルビン酸キナーゼが触媒する。,可逆反応を触媒する酵素（イソメラーゼなど）を選ばないように注意。
LSC_005,ミトコンドリアの電子伝達系において、最終電子受容体として機能する物質はどれか。,NAD+,FAD,ユビキノン,シトクロムc,酸素（O2）,E,電子伝達系の最終段階（複合体IV）で、電子は酸素に渡され、プロトンと結合して水（H2O）が生成される。,ATP合成酵素（複合体V）は電子受容体ではない。電子の流れのゴールは酸素である。
LSC_006,Na+-K+ポンプ（Na+-K+ ATPase）の動作について正しい記述はどれか。,ATPを加水分解し、3個のNa+を細胞外へ、2個のK+を細胞内へ輸送する。,ATPを加水分解し、2個のNa+を細胞外へ、3個のK+を細胞内へ輸送する。,濃度勾配に従ってNa+とK+を輸送する。,ATPを合成しながらイオンを輸送する。,Na+のみを能動輸送する。,A,Na+-K+ポンプはATPのエネルギーを用いて、濃度勾配に逆らって3Na+を出して2K+を入れる（一次能動輸送）。これにより細胞内は負に帯電し、低Na+・高K+状態が保たれる。,出す数（3個）と入れる数（2個）およびイオンの種類を逆に覚えないように。「3ナ(Na)・2カ(K)」などの語呂合わせが有効。
LSC_007,細胞間結合において、隣接する細胞の細胞質をつなぎ、イオンや低分子物質の通過を可能にする結合はどれか。,密着結合（Tight junction）,接着結合（Adherens junction）,デスモソーム（Desmosome）,ギャップ結合（Gap junction）,ヘミデスモソーム（Hemidesmosome）,D,ギャップ結合はコネキソンというタンパク質複合体で形成されたチャネルで隣接細胞をつなぎ、電気的信号や低分子の移動を可能にする（心筋の同期収縮などに重要）。,密着結合（シール機能）、デスモソーム（強力な接着）との機能の違いを明確にする。
LSC_008,アポトーシス（プログラム細胞死）のシグナル伝達において中心的な役割を果たすタンパク質分解酵素群はどれか。,カスパーゼ,キナーゼ,ホスファターゼ,リパーゼ,ヌクレアーゼ,A,アポトーシスシグナルが入ると、イニリエーターカスパーゼが活性化され、さらにエフェクターカスパーゼが活性化されて細胞骨格やDNAを分解する。,名前が似ているカルパイン（Ca依存性プロテアーゼ）などと混同しないこと。
LSC_009,タンパク質の細胞内輸送において、分泌タンパク質が合成される場所と最初の輸送先として正しいのはどれか。,遊離リボソーム → 核,遊離リボソーム → ミトコンドリア,粗面小胞体上のリボソーム → 小胞体内腔,滑面小胞体 → ゴルジ体,ゴルジ体 → リソソーム,C,分泌タンパク質や膜タンパク質は、シグナル配列を持ち、粗面小胞体（RER）上のリボソームで合成されながら小胞体内腔へ輸送される。,細胞質で働くタンパク質（遊離リボソーム合成）との区別が重要。
LSC_010,免疫グロブリン（抗体）を産生・分泌する細胞に分化するのはどれか。,ヘルパーT細胞,キラーT細胞（細胞傷害性T細胞）,B細胞,マクロファージ,樹状細胞,C,B細胞は抗原刺激を受けると形質細胞（プラズマ細胞）に分化し、抗体を大量に産生・分泌する。,T細胞は抗体を産生しない。ヘルパーT細胞はB細胞の活性化を助ける役割を持つ。
LSC_011,神経活動電位の発生（脱分極相）に主に関与するイオンチャネルとイオンの動きはどれか。,電位依存性Na+チャネルによるNa+の流入,電位依存性K+チャネルによるK+の流出,電位依存性Ca2+チャネルによるCa2+の流入,漏洩K+チャネルによるK+の流出,Cl-チャネルによるCl-の流入,A,静止膜電位からの脱分極（立ち上がり）は、電位依存性Na+チャネルの開口による急激なNa+流入によって引き起こされる。,再分極相（K+流出）や過分極相と混同しないこと。
LSC_012,ステロイドホルモンの受容体が存在する主な場所はどこか。,細胞膜表面,細胞質または核内,ミトコンドリア内膜,ゴルジ体,リソソーム,B,ステロイドホルモンは脂溶性であり細胞膜を通過できるため、受容体は細胞内（細胞質や核）に存在し、転写因子として機能することが多い。,ペプチドホルモン（インスリンなど）の受容体は細胞膜上にある。ホルモンの性質（水溶性か脂溶性か）で判断する。
LSC_013,PCR（ポリメラーゼ連鎖反応）に必要な試薬に含まれないものはどれか。,鋳型DNA,プライマー（DNA断片）,耐熱性DNAポリメラーゼ,dNTPs（デオキシヌクレオシド三リン酸）,RNAポリメラーゼ,E,PCRはDNAを増幅する反応であり、DNAポリメラーゼを用いる。RNAポリメラーゼ（転写酵素）は不要。,生体内のDNA複製にはプライマーゼ（RNA合成酵素）が必要だが、PCRでは人工合成したDNAプライマーを用いるためRNA酵素は不要。
LSC_014,エピジェネティクスな遺伝子発現制御のメカニズムとして正しいのはどれか。,DNA塩基配列の変異,DNAのメチル化による転写抑制,ヒストンのアセチル化による転写抑制,リボソームの変性,tRNAの分解,B,エピジェネティクスは塩基配列の変化を伴わない制御。DNAメチル化（主にCpGアイランド）はクロマチン構造を凝縮させ、転写を抑制する。ヒストンアセチル化は逆に転写を活性化する。,「メチル化＝抑制」「アセチル化＝活性化」という一般的な傾向を逆に覚えないように注意。
LSC_015,幹細胞のうち、胎盤を含むすべての組織に分化できる能力（全能性）を持つのはどれか。,受精卵,胚性幹細胞（ES細胞）,人工多能性幹細胞（iPS細胞）,造血幹細胞,間葉系幹細胞,A,受精卵（および初期の分割卵）のみが胎盤などの胚体外組織を含む完全な個体を形成できる全能性（Totipotency）を持つ。ES/iPS細胞は多能性（Pluripotency：胎盤以外なら何でもなれる）である。,全能性と多能性の定義の違い（胎盤を作れるかどうか）がポイント。
LSC_016,インスリンが結合する受容体の種類はどれか。,Gタンパク質共役型受容体,チロシンキナーゼ型受容体,イオンチャネル型受容体,核内受容体,細胞接着因子,B,インスリン受容体は自身の細胞内ドメインにチロシンキナーゼ活性を持ち、リガンド結合により自己リン酸化してシグナルを伝達する。,グルカゴン受容体はGPCRであるため対比して覚えること。
LSC_017,細胞膜にあるリン脂質、ホスファチジルイノシトール4,5-二リン酸（PIP2）を分解して、IP3とDAGを産生する酵素はどれか。,アデニル酸シクラーゼ,ホスホリパーゼC (PLC),プロテインキナーゼC (PKC),ホスホリパーゼA2,D,b,ホスホリパーゼC（PLC）はPIP2を加水分解してセカンドメッセンジャーであるIP3（Ca2+放出）とDAG（PKC活性化）を生じる。
LSC_018,コラーゲンの生合成において、プロリン残基の水酸化に必要なビタミンはどれか。,ビタミンA,ビタミンB1,ビタミンC（アスコルビン酸）,ビタミンD,ビタミンE,C,コラーゲンの三重らせん構造の安定化にはヒドロキシプロリンが必要であり、その生成（プロリン水酸化酵素の補因子）にビタミンCが必須である。欠乏すると壊血病になる。,骨に関係するからビタミンD、と短絡的に結びつけないこと。コラーゲン線維そのものの形成にはCが必要。
ANA_001,重層扁平上皮が観察される部位として正しいのはどれか。,胃粘膜,小腸粘膜,食道粘膜,気管粘膜,膀胱粘膜,C,食道は物理的な刺激（食物の通過）を受けるため、保護機能に優れた重層扁平上皮で覆われている。皮膚（表皮）も同様。,胃や腸は吸収・分泌を行う単層円柱上皮、気管は多列線毛上皮、膀胱は移行上皮である。機能と形態を結びつける。
ANA_002,大腿四頭筋の支配神経はどれか。,坐骨神経,閉鎖神経,大腿神経,脛骨神経,総腓骨神経,C,大腿前面の筋群（大腿四頭筋、縫工筋など）は腰神経叢由来の大腿神経に支配される。,大腿後面のハムストリングスは坐骨神経支配。内転筋群は閉鎖神経支配。部位による支配神経の区分けを整理する。
ANA_003,心臓の刺激伝導系において、洞房結節（ペースメーカー）からの興奮が次に伝わる部位はどれか。,プルキンエ線維,房室結節（田原結節）,ヒス束,右脚・左脚,心室筋,B,正常な伝導順序は：洞房結節 → 心房筋 → 房室結節 → ヒス束 → 右脚・左脚 → プルキンエ線維 → 心室筋 である。,洞房結節からいきなりヒス束には行かない。心房と心室の電気的連絡は房室結節・ヒス束のみで行われる（重要）。
